brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings,Discount_Percentage,Revenue_Score,Price Category
RIG BONE,Men Relaxed Fit Mid-Rise Jeans,980,3999,30.19,3.8,22,,21560,Budget
R&B,Men Relaxed Fit Mid-Rise Jeans,1199,1499,0.2,3.8,22,,26378,Mid
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
R&B,Men Relaxed Fit Mid-Rise Jeans,1199,1499,0.2,3.8,22,,26378,Mid
FOUL CHILD,Men Skinny Fit Mid-Rise Jeans,975,1959,0.5,3.8,22,,21450,Budget
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5,,8245,Mid
Espanshe,Men Cotton Relaxed Fit  Jeans,1387,2721,0.49,4.2,5,,6935,Mid
Espanshe,Men Relaxed Fit Mid-Rise Jeans,1387,2721,0.49,4.2,5,,6935,Mid
Espanshe,Men Cotton Flared Jeans,1387,2721,0.49,4.2,5,,6935,Mid
Espanshe,Men Relaxed Fit Mid-Rise Jeans,1387,2721,0.49,4.2,5,,6935,Mid
Espanshe,Men Straight Fit Jeans,1387,2721,0.49,4.2,5,,6935,Mid
Espanshe,Men Flared Mid-Rise Jeans,1387,2721,0.49,4.2,5,,6935,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
BEVDAAS,Men Relaxed Fit Mid-Rise Jeans,999,4199,32,4.2,42,,41958,Budget
BEVDAAS,Relaxed Fit Mid-Rise Trouser,999,4199,32,4.2,42,,41958,Budget
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
BEVDAAS,Men Mid-Rise Pleated Trouser,999,4199,32,4,63,,62937,Budget
BEVDAAS,Men Relaxed Fit Mid-Rise Jeans,999,4199,32,4,63,,62937,Budget
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63,,115227,Mid
BEVDAAS,Men Relaxed Fit Mid-Rise Jeans,999,4199,32,4,63,,62937,Budget
HERE&NOW,Straight Fit Mid-Rise Jeans,1177,3099,0.62,4,63,,74151,Mid
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264,,390192,Mid
Roadster,Washed Rebel Straight Fit Jean,867,2799,0.69,4.3,264,,228888,Budget
THE BEETEL HOUSE,Men Fit Mid-Rise Jeans,979,2799,0.65,4.3,264,,258456,Budget
Calvin Klein Jeans,Men Slim Fit Jeans,979,2799,0.65,4.3,264,,258456,Budget
THE BEETEL HOUSE,Men Baggy Mid-Rise Jeans,979,2799,0.65,4.3,264,,258456,Budget
THE BEETEL HOUSE,Men Straight Fit  Jeans,979,2799,0.65,4.3,264,,258456,Budget
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
THE BEETEL HOUSE,Men Relaxed Fit Mid-Rise Jeans,979,2799,0.65,4.2,130,,127270,Budget
HERE&NOW,Men Regular Fit Mid-Rise Jeans,1169,2999,0.61,4.2,130,,151970,Mid
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130,,300170,Premium
Monte Carlo,Men Regular Fit Mid-Rise Jeans,1259,2099,0.4,4.2,130,,163670,Mid
CLUBROCKS,Men Slim Fit Mid-Rise Jeans,799,2499,0.68,4.2,130,,103870,Budget
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
CLUBROCKS,Men Jogger Mid-Rise Jeans,799,2499,0.68,3.9,31,,24769,Budget
CLUBROCKS,Men Slim Fit Mid-Rise Jeans,799,2499,0.68,3.9,31,,24769,Budget
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
CLUBROCKS,Men Slim Fit Mid-Rise Jeans,799,2499,0.68,3.9,31,,24769,Budget
CLUBROCKS,Men Slim Fit Mid-Rise Jeans,799,2499,0.68,3.9,31,,24769,Budget
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
CLUBROCKS,Men Slim Fit Mid-Rise Jeans,799,2499,0.68,4.1,25,,19975,Budget
CLUBROCKS,Men Jogger Mid-Rise Jeans,799,2499,0.68,4.1,25,,19975,Budget
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
CLUBROCKS,Men Slim Fit Mid-Rise Jeans,799,2499,0.68,3.8,16,,12784,Budget
CLUBROCKS,Men Slim Fit Mid-Rise Jeans,799,2499,0.68,3.8,16,,12784,Budget
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
ComfyStyle,Men Slim Fit Mid-Rise Jeans,799,2499,0.68,3.7,124,,99076,Budget
ComfyStyle,Men Jogger Mid-Rise Jeans,799,2499,0.68,3.7,124,,99076,Budget
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
ComfyStyle,Men Jogger Mid-Rise Jeans,799,2499,0.68,4.4,17,,13583,Budget
ComfyStyle,Men Slim Fit Mid-Rise Jeans,799,2499,0.68,4.4,17,,13583,Budget
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
INDIROCKS,Men Slim Fit Mid-Rise Jeans,799,2499,0.68,3.8,22,,17578,Budget
ComfyStyle,Men Jogger Mid-Rise Jeans,799,2499,0.68,3.8,22,,17578,Budget
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
INDIROCKS,Slim Fit Stretchable Jeans,799,2499,0.68,3.8,22,,17578,Budget
ComfyStyle,Men Slim Fit Mid-Rise Jeans,799,2499,0.68,3.8,22,,17578,Budget
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5,,8245,Mid
V-Mart,Men Regular Fit Mid-Rise Jeans,1649,3299,0.5,4.2,5,,8245,Mid
V-Mart,Regular Fit Mid-Rise Jeans,1649,3299,0.5,4.2,5,,8245,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
HJ HASASI,Men Slim Fit Mid-Rise Jeans,839,2799,0.7,4.6,5,,4195,Budget
HJ HASASI,Men Slim Fit Mid-Rise Jeans,839,2799,0.7,4.6,5,,4195,Budget
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
HJ HASASI,Men Slim Fit Mid-Rise Jeans,839,2799,0.7,4.2,42,,35238,Budget
Cantabil,Men Regular Fit Mid-Rise Jeans,1329,3799,0.65,4.2,42,,55818,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
VOGAAN,Mid-Rise Stretchable Jeans,999,1999,0.5,4,63,,62937,Budget
VOGAAN,Men Regular Fit Mid-Rise Jeans,999,1999,0.5,4,63,,62937,Budget
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63,,115227,Mid
VOGAAN,Men Regular Fit Mid-Rise Jeans,999,1999,0.5,4,63,,62937,Budget
VOGAAN,Men Regular Fit Cotton Jeans,999,1999,0.5,4,63,,62937,Budget
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264,,390192,Mid
VOGAAN,Men Regular Fit Mid-Rise Jeans,999,1999,0.5,4.3,264,,263736,Budget
Calvin Klein Jeans,Men Slim Fit Jeans,999,1999,0.5,4.3,264,,263736,Budget
COSMIC,Men Straight Fit Jeans,809,1799,0.55,4.3,264,,213576,Budget
BEVDAAS,Men Mid-Rise Cotton Trouser,799,3499,27,4.3,264,,210936,Budget
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Kotty,Men Regular Fit Mid-Rise Jeans,579,1999,0.71,4.2,130,,75270,Budget
Kotty,Men Regular Fit Mid-Rise Jeans,724,2499,0.71,4.2,130,,94120,Budget
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130,,300170,Premium
Kotty,Men Regular Fit Mid-Rise Jeans,724,2499,0.71,4.2,130,,94120,Budget
Kotty,Men Regular Fit Mid-Rise Jeans,724,2499,0.71,4.2,130,,94120,Budget
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Mast & Harbour,Men Tapered Fit Mid-Rise Jeans,1195,2599,0.54,3.9,31,,37045,Mid
glitchez,Men Slouchy Fit Jeans,791,2399,0.67,3.9,31,,24521,Budget
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
glitchez,Men Slouchy Fit Jeans,791,2399,0.67,3.9,31,,24521,Budget
glitchez,Men Wide Leg Jeans,769,2199,0.65,3.9,31,,23839,Budget
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Roadster,Straight Fit Paneled Jeans,935,2399,0.61,4.1,25,,23375,Budget
Roadster,Men Straight Fit Jeans,909,2599,0.65,4.1,25,,22725,Budget
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
MYLANA,Men Slim Fit Mid-Rise Jeans,999,2499,0.6,3.8,16,,15984,Budget
Kotty,Men Regular Fit Mid-Rise Jeans,659,1999,0.67,3.8,16,,10544,Budget
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Kotty,Men Regular Fit Mid-Rise Jeans,659,1999,0.67,3.7,124,,81716,Budget
Roadster,Mid-Rise Pure Cotton Jeans,1160,2699,0.57,3.7,124,,143840,Mid
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
EDITLOOK,Men Relaxed Fit Mid-Rise Jeans,699,2499,18,4.4,17,,11883,Budget
EDITLOOK,Men Relaxed Fit Mid-Rise Jeans,704,2499,17.95,4.4,17,,11968,Budget
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
EDITLOOK,Men Relaxed Fit Mid-Rise Jeans,719,2499,17.8,3.8,22,,15818,Budget
EDITLOOK,Men Relaxed Fit Mid-Rise Jeans,699,2499,18,3.8,22,,15378,Budget
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
DENIMLOOK,Men Regular Fit Mid-Rise Jeans,749,2999,22.5,3.8,22,,16478,Budget
VESTIDO MODAS,Men Straight Fit Jeans,1325,3899,0.66,3.8,22,,29150,Mid
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5,,8245,Mid
Kolor Fusion,Men Low-Rise Cotton Trousers,999,2499,0.6,4.2,5,,4995,Budget
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
VESTIDO MODAS,Slim Fit Stretchable Jeans,1325,3899,0.66,4.6,5,,6625,Mid
Stylecast X Kotty,Men Regular Fit Mid-Rise Jeans,699,1999,0.65,4.6,5,,3495,Budget
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
Bene Kleed,Men Wide Leg High-Rise Jeans,1183,3699,0.68,4.2,42,,49686,Mid
MM-21,Men Slim Fit Mid-Rise Jeans,999,2499,0.6,4.2,42,,41958,Budget
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
TIM PARIS,Men Skinny Fit Mid-Rise Jeans,1365,3899,25.34,4,63,,85995,Mid
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63,,115227,Mid
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264,,390192,Mid
TIM PARIS,Men Skinny Fit Mid-Rise Jeans,1170,3899,27.29,4.3,264,,308880,Mid
Calvin Klein Jeans,Men Slim Fit Jeans,1170,3899,27.29,4.3,264,,308880,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Stylecast X Kotty,Men Stretchable Jeans,874,2499,0.65,4.1,10,,8740,Budget
Urbano Plus,Men Mid-Rise Jeans,1149,2499,0.54,4.1,10,,11490,Mid
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.1,10,,23090,Premium
V-Mart,Men Regular Fit Mid-Rise Jeans,1017,1049,0.03,4.1,10,,10170,Mid
V-Mart,Men Regular Fit Mid-Rise Jeans,1017,1049,0.03,4.1,10,,10170,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Kotty,Regular Fit Mid-Rise Jeans,749,2499,0.7,3.9,31,,23219,Budget
Kotty,Men Slim Fit  Jeans,599,1999,0.7,3.9,31,,18569,Budget
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
Kotty,Regular Fit Mid-Rise Jeans,599,1999,0.7,3.9,31,,18569,Budget
Kotty,Men Regular Fit Mid-Rise Jeans,599,1999,0.7,3.9,31,,18569,Budget
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Kotty,Men Regular Fit  Jeans,599,1999,0.7,4.1,25,,14975,Budget
Kotty,Regular Fit Mid-Rise Jeans,749,2499,0.7,4.1,25,,18725,Budget
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
Roadster,Non Stretchable Cotton Jeans,1112,2099,0.47,3.8,16,,17792,Mid
glitchez,Men Panelled Baggy Fit Jeans,679,1999,0.66,3.8,16,,10864,Budget
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
glitchez,Men Pleated Loose Fit Jeans,629,1799,0.65,3.7,124,,77996,Budget
glitchez,Men Relaxed Fit Jogger Jeans,639,1999,0.68,3.3,6,,3834,Budget
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
glitchez,Men Slim Fit Jeans,639,1999,0.68,3.7,6,,3834,Budget
V-Mart,Men Regular Fit Mid-Rise Jeans,1017,1049,0.03,3.7,6,,6102,Mid
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
V-Mart,Men Regular Fit Mid-Rise Jeans,1017,1049,0.03,3.8,22,,22374,Mid
V-Mart,Men Regular Fit Mid-Rise Jeans,1017,1049,0.03,3.8,22,,22374,Mid
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
V-Mart,Men Slim Fit Mid-Rise Jeans,1017,1049,0.03,3.8,22,,22374,Mid
V-Mart,Men Regular Fit Mid-Rise Jeans,1017,1049,0.03,3.8,22,,22374,Mid
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5,,8245,Mid
TIM PARIS,Men Skinny Fit Mid-Rise Jeans,1365,3899,25.34,4.2,5,,6825,Mid
TIM PARIS,Men Slim Fit Heavy Fade Jeans,1225,3499,22.74,4.2,5,,6125,Mid
TIM PARIS,Men Slim Fit Mid-Rise Jeans,1242,3549,0.65,4.2,5,,6210,Mid
TIM PARIS,Men Slim Fit Mid-Rise Jeans,1294,3699,0.65,4.2,5,,6470,Mid
TIM PARIS,Men Slim Fit Mid-Rise Jeans,1295,3699,24.04,4.2,5,,6475,Mid
TIM PARIS,Men Regular Fit Mid-Rise Jeans,1330,3799,24.69,4.2,5,,6650,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
RJ Denim,Men Slim Fit Mid-Rise Jeans,979,3499,0.72,4.6,5,,4895,Budget
RJ Denim,Men Slim Fit Mid-Rise Jeans,971,3599,0.73,4.6,5,,4855,Budget
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
RJ Denim,Men Slim Fit Mid-Rise Jeans,971,3599,0.73,4.2,42,,40782,Budget
HERE&NOW,Men Fit Mid-Rise Jeans,1343,3199,0.58,4.2,42,,56406,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
HERE&NOW,Straight Fit Mid-Rise Jeans,1343,3199,0.58,4,63,,84609,Mid
Campus Sutra,Men Regular Fit Mid-Rise Jeans,1007,2799,0.64,4,63,,63441,Mid
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63,,115227,Mid
Hence,Men Baggy Loose fit Jeans,859,1999,0.57,4,63,,54117,Budget
Hence,Men Baggy Loose fit Jeans,859,1999,0.57,4,63,,54117,Budget
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264,,390192,Mid
Turtle,Men Tapered Fit Mid-Rise Jeans,1349,2699,0.5,4.3,264,,356136,Mid
7OUNCE,Men Slim Fit Cotton Jeans,1349,2999,0.55,4.3,264,,356136,Mid
Calvin Klein Jeans,Men Slim Fit Jeans,1349,2999,0.55,4.3,264,,356136,Mid
7OUNCE,Men Slim Fit Cotton Jeans,1259,2999,0.58,4.3,264,,332376,Mid
7OUNCE,Men Slim Fit Cotton Jeans,1379,2999,0.54,4.3,264,,364056,Mid
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Playfeel,Men Mid-Rise Jeans,699,2499,0.72,4.2,130,,90870,Budget
Playfeel,Men Mid-Rise Jeans,689,2499,18.1,4.2,130,,89570,Budget
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130,,300170,Premium
Playfeel,Baggy Mid-Rise Cotton Jeans,699,2499,0.72,4.2,130,,90870,Budget
Playfeel,Men Mid-Rise Baggy Jeans,699,2499,0.72,4.2,130,,90870,Budget
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Playfeel,Men Mid-Rise Baggy Jeans,689,2499,18.1,3.9,31,,21359,Budget
GIORDANO,Men Regular Fit Mid-Rise Jeans,1319,3299,0.6,3.9,31,,40889,Mid
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
Forca,Men Straight Fit Jeans,1169,1299,0.1,3.9,31,,36239,Mid
Roadster,Men Mid-Rise Slim Fit Jeans,594,1699,0.65,3.9,31,,18414,Budget
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Roadster,Men Frayed Loose Fit  Jeans,874,2499,0.65,4.1,25,,21850,Budget
Roadster,Men Paneled Straight Fit Jeans,839,2399,0.65,4.1,25,,20975,Budget
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
Roadster,Men Paneled Barrel Fit Jeans,909,2599,0.65,3.8,16,,14544,Budget
Roadster,Men Straight Fit Jeans,839,2399,0.65,3.8,16,,13424,Budget
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Roadster,Men Straight Fit Jeans,909,2599,0.65,3.7,124,,112716,Budget
Roadster,Men Mid-Rise Jeans,839,2399,0.65,3.7,124,,104036,Budget
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
Roadster,Men Mid-Rise Straight Jeans,674,2499,0.73,4.4,17,,11458,Budget
Roadster,Men Mid-Rise Loose Fit Jeans,874,2499,0.65,4.4,17,,14858,Budget
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
Roadster,Men Straight Fit Jeans,839,2399,0.65,3.8,22,,18458,Budget
Roadster,Men Mid-Rise Loose Fit Jeans,874,2499,0.65,3.8,22,,19228,Budget
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
Roadster,Men Mid-Rise Loose Fit Jeans,874,2499,0.65,3.8,22,,19228,Budget
Roadster,Men Mid-Rise Baggy Jeans,909,2599,0.65,3.8,22,,19998,Budget
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5,,8245,Mid
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
LIMEROAD,Clean Look Light Fade Jeans,949,999,0.05,4.6,5,,4745,Budget
LIMEROAD,Regular Fit Mid-Rise Jeans,782,899,0.13,4.6,5,,3910,Budget
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
LIMEROAD,Men Regular Fit Mid-Rise Jeans,949,999,0.05,4.2,42,,39858,Budget
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
KAPTHE,Men Slim Fit Low-Rise Jeans,1079,1199,0.1,4,63,,67977,Mid
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63,,115227,Mid
KAPTHE,Men Slim Fit Low-Rise Jeans,1079,1199,0.1,4,63,,67977,Mid
KAPTHE,Men Slim Fit Low-Rise Jeans,1079,1199,0.1,4,63,,67977,Mid
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264,,390192,Mid
KAPTHE,Men Slim Fit Low-Rise Jeans,1079,1199,0.1,4.3,264,,284856,Mid
COLOR HUNT,Men Regular Fit Mid-Rise Jeans,989,2999,0.67,4.3,264,,261096,Budget
Calvin Klein Jeans,Men Slim Fit Jeans,989,2999,0.67,4.3,264,,261096,Budget
COLOR HUNT,Men Regular Fit Mid-Rise Jeans,989,2999,0.67,4.3,264,,261096,Budget
SF JEANS by Pantaloons,Men Slim Fit Mid-Rise Jeans,989,2999,0.67,4.3,264,,261096,Budget
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
SF JEANS by Pantaloons,Men Slim Fit Mid-Rise Jeans,1275,2199,0.42,4.2,130,,165750,Mid
SF JEANS by Pantaloons,Men Slim Fit Mid-Rise Jeans,1275,2199,0.42,4.2,130,,165750,Mid
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130,,300170,Premium
SF JEANS by Pantaloons,Men Slim Fit Mid-Rise Jeans,2309,3499,0.34,4.2,130,,300170,Premium
HERE&NOW,Men Straight Fit,1385,3299,0.58,4.2,130,,180050,Mid
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
Duke,Men Slim Fit Mid-Rise Jeans,1162,2325,0.5,3.9,31,,36022,Mid
Duke,Men Slim Fit Mid-Rise Jeans,1249,2499,0.5,3.9,31,,38719,Mid
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
Duke,Slim Fit Light Fade Jeans,1387,2775,0.5,3.9,31,,42997,Mid
Roadster,Men Mid-Rise Regular Fit Jeans,594,1699,0.65,3.9,31,,18414,Budget
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
Roadster,Men Mid-Rise Regular Fit Jeans,594,1699,0.65,4.1,25,,14850,Budget
glitchez,Men Relaxed Jogger Fit Jeans,769,2199,0.65,3.6,8,,6152,Budget
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16,,22288,Mid
glitchez,Men Relaxed Fit Jeans,599,1999,0.7,3.9,16,,9584,Budget
Duke,Men Slim Fit Mid-Rise Jeans,1374,2749,0.5,3.9,16,,21984,Mid
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124,,260276,Premium
Bene Kleed,Men Relaxed Fit Mid-Rise Jeans,987,2599,0.62,3.7,124,,122388,Budget
SF JEANS by Pantaloons,Men Slim Fit Mid-Rise Jeans,987,2599,0.62,3.7,124,,122388,Budget
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17,,21998,Mid
SF JEANS by Pantaloons,Men Skinny Fit Mid-Rise Jeans,909,1399,0.35,4.4,17,,15453,Budget
SF JEANS by Pantaloons,Men Slim Fit Mid-Rise Jeans,909,1399,0.35,4.4,17,,15453,Budget
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
SF JEANS by Pantaloons,Men Solid Slim Fit Jeans,1553,4199,0.63,3.8,22,,34166,Mid
SF JEANS by Pantaloons,Men Slim Fit Mid-Rise Jeans,1553,4199,0.63,3.8,22,,34166,Mid
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22,,30646,Mid
ODCC,Men Slim Fit Mid-Rise Jeans,1399,1895,4.96,3.8,22,,30778,Mid
ODCC,Men Regular Fit Mid-Rise Jeans,1399,1995,5.96,3.8,22,,30778,Mid
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5,,8245,Mid
LIMEROAD,Men Regular Fit Mid-Rise Jeans,767,799,0.04,4.2,5,,3835,Budget
LIMEROAD,Men Regular Fit Mid-Rise Jeans,695,799,0.13,4.2,5,,3475,Budget
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57,,78318,Mid
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5,,9145,Mid
Roadster,Men Slim Fit Mid-Rise Jeans,509,1699,0.7,4.6,5,,2545,Budget
House of Koala,Unisex Relaxed Fit Mid-Rise Jeans,1499,2499,0.4,4.6,5,,7495,Mid
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42,,68166,Mid
TQS,Men Slim Fit Mid-Rise Jeans,1331,3599,0.63,4.2,42,,55902,Mid
Mast & Harbour,Men Relaxed Fit Mid-Rise Jeans,1189,3499,0.66,4.2,42,,49938,Mid
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63,,47817,Budget
Styli,Men Regular Fit Mid-Rise Jeans,1291,1899,0.32,4,63,,81333,Mid
Styli,Men Slim Fit Mid-Rise Jeans,1291,1699,0.24,4,63,,81333,Mid
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63,,115227,Mid
USMC,Men Slim Fit Mid-Rise Jeans,760,3040,0.75,4,63,,47880,Budget
V-Mart,Men Regular Fit Mid-Rise Jeans,996,1049,0.05,4,63,,62748,Budget
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264,,390192,Mid
Mast & Harbour,Men Regular Fit Mid-Rise Jeans,974,2499,0.61,4.3,264,,257136,Budget
Roadster,Men Loose Fit Jeans,1299,2599,0.5,2.7,6,,7794,Mid
Calvin Klein Jeans,Men Slim Fit Jeans,1299,2599,0.5,2.7,6,,7794,Mid
Roadster,Men Straight Fit Jeans,649,2499,0.74,2.7,6,,3894,Budget
Roadster,Straight Fit Mid-Rise Jeans,624,2499,0.75,2.7,6,,3744,Budget
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130,,165750,Mid
glitchez,Men Relaxed Fit Jeans,695,2399,0.71,4.2,130,,90350,Budget
glitchez,Men Loose Cropped Jeans,695,2399,0.71,4.2,130,,90350,Budget
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130,,300170,Premium
glitchez,Men Relaxed Jeans,695,2399,0.71,3.8,9,,6255,Budget
glitchez,Men Wide Leg Jeans,629,1499,0.58,3.8,9,,5661,Budget
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31,,64449,Premium
glitchez,Men Relaxed Fit Mid-Rise Jeans,687,1599,0.57,3.9,31,,21297,Budget
glitchez,Men Wide Leg Jeans,887,2399,0.63,3.9,31,,27497,Budget
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
SF JEANS by Pantaloons,Mid-Rise Slim Fit Jeans,1549,2499,0.38,3.9,31,,48019,Mid
SF JEANS by Pantaloons,Men Relaxed Fit Mid-Rise Jeans,1279,1599,0.2,3.9,31,,39649,Mid
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25,,34975,Mid
